basisOfRecord,brackish,catalogNumber,class,classid,collectionCode,country,date_end,date_mid,date_start,date_year,day,decimalLatitude,decimalLongitude,eventDate,family,familyid,genus,genusid,gigaclass,gigaclassid,infraphylum,infraphylumid,institutionCode,kingdom,kingdomid,locality,marine,month,order,orderid,parvphylum,parvphylumid,phylum,phylumid,scientificName,scientificNameID,species,speciesid,subfamily,subfamilyid,subphylum,subphylumid,superclass,superclassid,waterBody,year,id,dataset_id,node_id,dropped,absence,originalScientificName,aphiaID,flags,bathymetry,shoredistance,sst,sss,datasetID,depth,individualCount,materialSampleID,maximumDepthInMeters,minimumDepthInMeters,modified,occurrenceID,occurrenceRemarks,occurrenceStatus,scientificNameAuthorship,taxonRank,sex,category,associatedReferences,bibliographicCitation,coordinateUncertaintyInMeters,footprintWKT,specificEpithet,coordinatePrecision,verbatimCoordinates,vernacularName,dynamicProperties,identifiedBy,eventID,organismID,organismQuantity,organismQuantityType,continent,georeferenceRemarks,recordNumber,recordedBy,stateProvince
HumanObservation,True,,Teleostei,293496,Logbook Program for Coastal Fisheries,,816652800000.0,816652800000.0,816652800000.0,1995.0,,36.68,-74.65,1995-11-18,Scombridae,125559,Thunnus,126065,Actinopterygii,10194,Gnathostomata,1828,NOAA SEFSC,Animalia,2,Mid Atlantic Bight,True,,Scombriformes,1517490,Osteichthyes,152352,Chordata,1821,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,Thunnus albacares,127027,Scombrinae,267118,Vertebrata,146419,Actinopteri,843664,,,000ac33e-d85f-4ba9-a60a-afff0b343c7e,0ca901d4-bdc3-4136-8a66-6028f4c3ba40,['b7c47783-a020-4173-b390-7b57c4fa1426'],False,False,Thunnus albacares,127027,[],678.0,109539,18.71,34.88,SEFSC_LogBook,132.0,18,162413,132.0,132.0,2020-08-04,5cf16ffd-d69e-11ea-a976-776999cfb07f,For Field Number 162413:Total fish caught 24; catch per unit effort (fish per hook) 0.02926829,present,"(Bonnaterre, 1788)",Species,,,,,,,,,,,,,,,,,,,,,
HumanObservation,False,,Teleostei,293496,Logbook Program for Coastal Fisheries,,870393600000.0,870393600000.0,870393600000.0,1997.0,,46.5,-40.5,1997-08-01,Scombridae,125559,Thunnus,126065,Actinopterygii,10194,Gnathostomata,1828,NOAA SEFSC,Animalia,2,Northeast Distant,True,,Scombriformes,1517490,Osteichthyes,152352,Chordata,1821,Thunnus obesus,urn:lsid:marinespecies.org:taxname:127028,Thunnus obesus,127028,Scombrinae,267118,Vertebrata,146419,Actinopteri,843664,,,000ae17a-88d1-48bb-b018-2834b59516da,0ca901d4-bdc3-4136-8a66-6028f4c3ba40,['b7c47783-a020-4173-b390-7b57c4fa1426'],False,False,Thunnus obesus,127028,[],4601.0,924922,15.49,35.22,SEFSC_LogBook,12.0,2,191434,12.0,12.0,2020-08-04,5ac6e5c6-d69e-11ea-a976-776999cfb07f,For Field Number 191434:Total fish caught 23; catch per unit effort (fish per hook) 0.02090909,present,"(Lowe, 1839)",Species,,VU,,,,,,,,,,,,,,,,,,,
HumanObservation,False,,Teleostei,293496,Logbook Program for Coastal Fisheries,,966816000000.0,966816000000.0,966816000000.0,2000.0,,39.98,-68.93,2000-08-21,Scombridae,125559,Thunnus,126065,Actinopterygii,10194,Gnathostomata,1828,NOAA SEFSC,Animalia,2,Northeast Coastal,True,,Scombriformes,1517490,Osteichthyes,152352,Chordata,1821,Thunnus alalunga,urn:lsid:marinespecies.org:taxname:127026,Thunnus alalunga,127026,Scombrinae,267118,Vertebrata,146419,Actinopteri,843664,,,000b1e20-df8a-47b3-9bb3-74e78d691cbb,0ca901d4-bdc3-4136-8a66-6028f4c3ba40,['b7c47783-a020-4173-b390-7b57c4fa1426'],False,False,Thunnus alalunga,127026,[],1236.0,166221,16.04,34.13,SEFSC_LogBook,15.0,1,231116,15.0,15.0,2020-08-04,5403c3f4-d69e-11ea-a976-776999cfb07f,For Field Number 231116:Total fish caught 8; catch per unit effort (fish per hook) 0.01,present,"(Bonnaterre, 1788)",Species,,,,,,,,,,,,,,,,,,,,,
HumanObservation,False,,Teleostei,293496,Logbook Program for Coastal Fisheries,,797644800000.0,797644800000.0,797644800000.0,1995.0,,31.81,-79.25,1995-04-12,Scombridae,125559,Thunnus,126065,Actinopterygii,10194,Gnathostomata,1828,NOAA SEFSC,Animalia,2,South Atlantic Bight,True,,Scombriformes,1517490,Osteichthyes,152352,Chordata,1821,Thunnus atlanticus,urn:lsid:marinespecies.org:taxname:159343,Thunnus atlanticus,159343,Scombrinae,267118,Vertebrata,146419,Actinopteri,843664,,,000b66be-4f49-4794-8a7b-96912ea45a85,0ca901d4-bdc3-4136-8a66-6028f4c3ba40,['b7c47783-a020-4173-b390-7b57c4fa1426'],False,False,Thunnus atlanticus,159343,[],279.0,113021,25.73,36.15,SEFSC_LogBook,120.0,2,149258,120.0,120.0,2020-08-04,5be66f53-d69e-11ea-a976-776999cfb07f,For Field Number 149258:Total fish caught 25; catch per unit effort (fish per hook) 0.10416667,present,"(Lesson, 1831)",Species,,,,,,,,,,,,,,,,,,,,,
HumanObservation,False,MCM-LINE-2265975,Teleostei,293496,LINE,South Africa,953251200000.0,953251200000.0,953251200000.0,2000.0,17,-34.3568992615,18.4972000122,2000-03-17T12:00:00Z,Scombridae,125559,Thunnus,126065,Actinopterygii,10194,Gnathostomata,1828,MCM,Animalia,2,Cape Point,True,3,Scombriformes,1517490,Osteichthyes,152352,Chordata,1821,Thunnus alalunga,urn:lsid:marinespecies.org:taxname:127026,Thunnus alalunga,127026,Scombrinae,267118,Vertebrata,146419,Actinopteri,843664,Atlantic,2000,000bd6db-3b51-47f3-8d23-9f4fc21f9666,fd13c964-0fb6-4ef4-ae89-e35fc88a9c77,['14fc439c-707d-41d6-a3d4-b9d2696205fe'],False,False,Thunnus alalunga,127026,"['NO_DEPTH', 'ON_LAND']",-15.0,-56,17.19,35.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HumanObservation,False,,Teleostei,293496,,,986515200000.0,986515200000.0,986515200000.0,2001.0,,34.1166667938,-75.5833320618,2001-04-06T00:00:00Z,Scombridae,125559,Thunnus,126065,Actinopterygii,10194,Gnathostomata,1828,,Animalia,2,,True,,Scombriformes,1517490,Osteichthyes,152352,Chordata,1821,Thunnus alalunga,urn:lsid:marinespecies.org:taxname:127026,Thunnus alalunga,127026,Scombrinae,267118,Vertebrata,146419,Actinopteri,843664,,,000bf0a7-8791-4406-ab24-a36f70a9478a,7aee17f1-d6e8-4204-a4b2-eafdf89563cf,['310922b4-9d0c-4de1-92d7-9b442d34765b'],False,False,Thunnus alalunga,127026,[],2814.0,100793,25.62,36.18,,1300.0,,,1600.0,1000.0,,,Haul: 4; Trip: X01003,,,,Male,,,,,,,37569.4,"slon: -75.1999969482422, elon: -75.966667175293, slat: 34, elat: 34.2333335876465",,,,,,,,,,,,
HumanObservation,False,,Teleostei,293496,Logbook Program for Coastal Fisheries,,974246400000.0,974246400000.0,974246400000.0,2000.0,,35.53,-74.78,2000-11-15,Scombridae,125559,Thunnus,126065,Actinopterygii,10194,Gnathostomata,1828,NOAA SEFSC,Animalia,2,Mid Atlantic Bight,True,,Scombriformes,1517490,Osteichthyes,152352,Chordata,1821,Thunnus obesus,urn:lsid:marinespecies.org:taxname:127028,Thunnus obesus,127028,Scombrinae,267118,Vertebrata,146419,Actinopteri,843664,,,000bfe04-54d7-40d5-b9fa-1703b690b90b,0ca901d4-bdc3-4136-8a66-6028f4c3ba40,['b7c47783-a020-4173-b390-7b57c4fa1426'],False,False,Thunnus obesus,127028,[],697.0,61730,22.88,35.73,SEFSC_LogBook,15.0,2,234556,15.0,15.0,2020-08-04,554a1071-d69e-11ea-a976-776999cfb07f,For Field Number 234556:Total fish caught 9; catch per unit effort (fish per hook) 0.01636364,present,"(Lowe, 1839)",Species,,VU,,,,,,,,,,,,,,,,,,,
HumanObservation,False,,Teleostei,293496,Logbook Program for Coastal Fisheries,,745632000000.0,745632000000.0,745632000000.0,1993.0,,38.0,-72.0,1993-08-18,Scombridae,125559,Thunnus,126065,Actinopterygii,10194,Gnathostomata,1828,NOAA SEFSC,Animalia,2,Mid Atlantic Bight,True,,Scombriformes,1517490,Osteichthyes,152352,Chordata,1821,Thunnus obesus,urn:lsid:marinespecies.org:taxname:127028,Thunnus obesus,127028,Scombrinae,267118,Vertebrata,146419,Actinopteri,843664,,,000c0622-ef7e-43fb-99dc-1c55a60d2ea2,0ca901d4-bdc3-4136-8a66-6028f4c3ba40,['b7c47783-a020-4173-b390-7b57c4fa1426'],False,False,Thunnus obesus,127028,[],3031.0,257725,20.04,35.82,SEFSC_LogBook,120.0,4,118869,120.0,120.0,2020-08-04,603e1027-d69e-11ea-a976-776999cfb07f,For Field Number 118869:Total fish caught 5; catch per unit effort (fish per hook) 0.00952381,present,"(Lowe, 1839)",Species,,VU,,,,,,,,,,,,,,,,,,,
Occurrence,True,#1306920159748#0.5466301952348904,Teleostei,293496,Patudo (IEO),,,,,,,9.250139,-21.333473,,Scombridae,125559,Thunnus,126065,Actinopterygii,10194,Gnathostomata,1828,"IRD, UMR EME, SÃ¨te, France",Animalia,2,,True,,Scombriformes,1517490,Osteichthyes,152352,Chordata,1821,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,Thunnus albacares,127027,Scombrinae,267118,Vertebrata,146419,Actinopteri,843664,,,000c54bb-978e-4779-bce7-25809bc7fee6,5ad4244f-895a-4b9c-99be-1f88f5369023,['4bf79a01-65a9-4db6-b37b-18434f26ddfc'],False,False,Thunnus albacares,127027,['NO_DEPTH'],470.0,576996,27.02,35.05,https://marineinfo.org/id/dataset/3127,,,,,,2013-06-20 10:40:35,"urn:catalog:IRD, UMR EME, SÃ¨te, France:Patudo (IEO):#1306920159748#0.5466301952348904:0x24E0A70101000700",EME_1-fr.ird.observe.entities.TailleThon#1306920159748#0.5466301952348904,present,,,IND,,,,,,,,,,,,,,,,,,,,
Occurrence,False,POPA_TUNA_11164,Teleostei,293496,POPA_TUNA,Portugal,1089331200000.0,1089331200000.0,1089331200000.0,2004.0,9,38.32696667,-29.5233,2004-07-09,Scombridae,125559,Thunnus,126065,Actinopterygii,10194,Gnathostomata,1828,POPA/IMAR,Animalia,2,,True,7,Scombriformes,1517490,Osteichthyes,152352,Chordata,1821,Thunnus alalunga,urn:lsid:marinespecies.org:taxname:127026,Thunnus alalunga,127026,Scombrinae,267118,Vertebrata,146419,Actinopteri,843664,,2004,000c7bb2-f97a-4cb1-9e99-3e11bb6c7350,a08db4f0-5df1-4ff3-a9c8-4af42a31cdba,['4bf79a01-65a9-4db6-b37b-18434f26ddfc'],False,False,Thunnus alalunga,127026,['NO_DEPTH'],1294.0,67160,19.22,36.24,https://marineinfo.org/id/dataset/4681,,,,,,2015-02-13 10:09:16,POPA_TUNA_11164,VernacularName: Voador,present,,,,,,,,,alalunga,,,,,,,,,,Azores (several wb),"Coordinate Precision: 0,0001°",32711,popa observers,Azores
HumanObservation,True,,Teleostei,293496,Logbook Program for Coastal Fisheries,,932428800000.0,932428800000.0,932428800000.0,1999.0,,26.23,-93.06,1999-07-20,Scombridae,125559,Thunnus,126065,Actinopterygii,10194,Gnathostomata,1828,NOAA SEFSC,Animalia,2,Gulf of Mexico,True,,Scombriformes,1517490,Osteichthyes,152352,Chordata,1821,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,Thunnus albacares,127027,Scombrinae,267118,Vertebrata,146419,Actinopteri,843664,,,000c9286-e0df-434c-a7e7-fd6299ce01fc,0ca901d4-bdc3-4136-8a66-6028f4c3ba40,['b7c47783-a020-4173-b390-7b57c4fa1426'],False,False,Thunnus albacares,127027,[],1963.0,372269,26.1,36.18,SEFSC_LogBook,45.0,17,217611,45.0,45.0,2020-08-04,57190917-d69e-11ea-a976-776999cfb07f,For Field Number 217611:Total fish caught 31; catch per unit effort (fish per hook) 0.05166667,present,"(Bonnaterre, 1788)",Species,,,,,,,,,,,,,,,,,,,,,
HumanObservation,True,,Teleostei,293496,Logbook Program for Coastal Fisheries,,713059200000.0,713059200000.0,713059200000.0,1992.0,,40.38,-67.41,1992-08-06,Scombridae,125559,Thunnus,126065,Actinopterygii,10194,Gnathostomata,1828,NOAA SEFSC,Animalia,2,Northeast Coastal,True,,Scombriformes,1517490,Osteichthyes,152352,Chordata,1821,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,Thunnus albacares,127027,Scombrinae,267118,Vertebrata,146419,Actinopteri,843664,,,000cc26a-635e-428e-8b0b-d11137a63362,0ca901d4-bdc3-4136-8a66-6028f4c3ba40,['b7c47783-a020-4173-b390-7b57c4fa1426'],False,False,Thunnus albacares,127027,[],1028.0,236027,15.17,33.86,SEFSC_LogBook,70.0,2,100517,70.0,70.0,2020-08-04,5f554411-d69e-11ea-a976-776999cfb07f,For Field Number 100517:Total fish caught 10; catch per unit effort (fish per hook) 0.01333333,present,"(Bonnaterre, 1788)",Species,,,,,,,,,,,,,,,,,,,,,
HumanObservation,True,BTE_ 4829,Teleostei,293496,Balbaya_tuna_ecoscope,,1125446400000.0,1125446400000.0,1125446400000.0,2005.0,31,4.25,59.82,2005-08-31/2005-08-31,Scombridae,125559,Thunnus,126065,Actinopterygii,10194,Gnathostomata,1828,"IRD, UMR EME, Sète, France",Animalia,2,,True,8,Scombriformes,1517490,Osteichthyes,152352,Chordata,1821,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,Thunnus albacares,127027,Scombrinae,267118,Vertebrata,146419,Actinopteri,843664,,2005,000d07ae-39a8-4fe5-b914-87fc97b78a33,cbe5c6ff-26f1-460d-8aee-557cb911a9bd,['4bf79a01-65a9-4db6-b37b-18434f26ddfc'],False,False,Thunnus albacares,127027,['NO_DEPTH'],4332.0,1006789,28.95,35.54,https://marineinfo.org/id/dataset/4524,,54.0,,,,2017-12-06 13:37:44,Balbaya_tuna_ecoscope_ 4829,,present,,,,,,,,,,,,,,,,,,,,,,,
HumanObservation,False,,Teleostei,293496,Logbook Program for Coastal Fisheries,,960768000000.0,960768000000.0,960768000000.0,2000.0,,37.35,-73.75,2000-06-12,Scombridae,125559,Thunnus,126065,Actinopterygii,10194,Gnathostomata,1828,NOAA SEFSC,Animalia,2,Mid Atlantic Bight,True,,Scombriformes,1517490,Osteichthyes,152352,Chordata,1821,Thunnus obesus,urn:lsid:marinespecies.org:taxname:127028,Thunnus obesus,127028,Scombrinae,267118,Vertebrata,146419,Actinopteri,843664,,,000d2d1b-f7d4-4987-8384-9ae831096ca3,0ca901d4-bdc3-4136-8a66-6028f4c3ba40,['b7c47783-a020-4173-b390-7b57c4fa1426'],False,False,Thunnus obesus,127028,[],2143.0,151334,19.05,35.47,SEFSC_LogBook,13.0,15,228263,13.0,13.0,2020-08-04,553f8f41-d69e-11ea-a976-776999cfb07f,For Field Number 228263:Total fish caught 37; catch per unit effort (fish per hook) 0.03854167,present,"(Lowe, 1839)",Species,,VU,,,,,,,,,,,,,,,,,,,
Occurrence,False,#1306920286261#0.840886571293658,Teleostei,293496,Patudo (IEO),,,,,,,6.300139,-22.60014,,Scombridae,125559,Thunnus,126065,Actinopterygii,10194,Gnathostomata,1828,"IRD, UMR EME, SÃ¨te, France",Animalia,2,,True,,Scombriformes,1517490,Osteichthyes,152352,Chordata,1821,Thunnus obesus,urn:lsid:marinespecies.org:taxname:127028,Thunnus obesus,127028,Scombrinae,267118,Vertebrata,146419,Actinopteri,843664,,,000d3801-66f9-4047-aa0c-0d33a0c72311,5ad4244f-895a-4b9c-99be-1f88f5369023,['4bf79a01-65a9-4db6-b37b-18434f26ddfc'],False,False,Thunnus obesus,127028,['NO_DEPTH'],402.0,871023,27.79,34.86,https://marineinfo.org/id/dataset/3127,,,,,,2013-06-20 10:40:35,"urn:catalog:IRD, UMR EME, SÃ¨te, France:Patudo (IEO):#1306920286261#0.840886571293658:0xE6D3A70101000000",EME_1-fr.ird.observe.entities.TailleThon#1306920286261#0.840886571293658,present,,,IND,VU,,,,,,,,,,,,,,,,,,,
HumanObservation,False,BTE_ 7754,Teleostei,293496,Balbaya_tuna_ecoscope,,1270080000000.0,1270080000000.0,1270080000000.0,2010.0,1,-16.83,42.33,2010-04-01/2010-04-01,Scombridae,125559,Thunnus,126065,Actinopterygii,10194,Gnathostomata,1828,"IRD, UMR EME, Sète, France",Animalia,2,,True,4,Scombriformes,1517490,Osteichthyes,152352,Chordata,1821,Thunnus obesus,urn:lsid:marinespecies.org:taxname:127028,Thunnus obesus,127028,Scombrinae,267118,Vertebrata,146419,Actinopteri,843664,,2010,000e268f-14f4-4a98-89ec-d72590bfbaa9,cbe5c6ff-26f1-460d-8aee-557cb911a9bd,['4bf79a01-65a9-4db6-b37b-18434f26ddfc'],False,False,Thunnus obesus,127028,['NO_DEPTH'],2186.0,46020,27.6,34.97,https://marineinfo.org/id/dataset/4524,,37.0,,,,2017-12-06 13:37:44,Balbaya_tuna_ecoscope_ 7754,,present,,,,VU,,,,,,,,,,,,,,,,,,,
HumanObservation,True,,Teleostei,293496,Logbook Program for Coastal Fisheries,,1054598400000.0,1054598400000.0,1054598400000.0,2003.0,,26.86,-91.75,2003-06-03,Scombridae,125559,Thunnus,126065,Actinopterygii,10194,Gnathostomata,1828,NOAA SEFSC,Animalia,2,Gulf of Mexico,True,,Scombriformes,1517490,Osteichthyes,152352,Chordata,1821,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,Thunnus albacares,127027,Scombrinae,267118,Vertebrata,146419,Actinopteri,843664,,,000e33a8-1cc2-43e0-ae78-80b8e4c80218,0ca901d4-bdc3-4136-8a66-6028f4c3ba40,['b7c47783-a020-4173-b390-7b57c4fa1426'],False,False,Thunnus albacares,127027,[],1774.0,256542,25.99,36.12,SEFSC_LogBook,28.0,40,260985,28.0,28.0,2020-08-04,523789da-d69e-11ea-a976-776999cfb07f,For Field Number 260985:Total fish caught 42; catch per unit effort (fish per hook) 0.042,present,"(Bonnaterre, 1788)",Species,,,,,,,,,,,,,,,,,,,,,
Occurrence,False,EME_1-25321,Teleostei,293496,ll_YugNIRO,,,,,,,-36.838433333333,52.1509,,Scombridae,125559,Thunnus,126065,Actinopterygii,10194,Gnathostomata,1828,"IRD, UMR EME, Sète, France",Animalia,2,,True,,Scombriformes,1517490,Osteichthyes,152352,Chordata,1821,Thunnus alalunga,urn:lsid:marinespecies.org:taxname:127026,Thunnus alalunga,127026,Scombrinae,267118,Vertebrata,146419,Actinopteri,843664,,,000e9bc4-6d66-4358-8db1-cb4687b442a7,f62024d7-1126-41a8-8dde-ff257d232c4d,['4bf79a01-65a9-4db6-b37b-18434f26ddfc'],False,False,Thunnus alalunga,127026,['NO_DEPTH'],498.0,1021758,17.67,35.48,https://marineinfo.org/id/dataset/3125,,,,,,2013-06-20 10:06:23,"urn:catalog:IRD, UMR EME, Sète, France:ll_YugNIRO:EME_1-25321",,present,,,,,,,,,,,,,,,,,,,,,,,
Occurrence,True,#1306919476702#0.35375517490495867,Teleostei,293496,Patudo (IEO),,,,,,,-0.10013889,3.500139,,Scombridae,125559,Thunnus,126065,Actinopterygii,10194,Gnathostomata,1828,"IRD, UMR EME, SÃ¨te, France",Animalia,2,,True,,Scombriformes,1517490,Osteichthyes,152352,Chordata,1821,Thunnus albacares,urn:lsid:marinespecies.org:taxname:127027,Thunnus albacares,127027,Scombrinae,267118,Vertebrata,146419,Actinopteri,843664,,,000ed94a-8107-46ec-ad52-d1af0c944742,5ad4244f-895a-4b9c-99be-1f88f5369023,['4bf79a01-65a9-4db6-b37b-18434f26ddfc'],False,False,Thunnus albacares,127027,['NO_DEPTH'],4236.0,276817,27.08,34.52,https://marineinfo.org/id/dataset/3127,,,,,,2013-06-20 10:40:35,"urn:catalog:IRD, UMR EME, SÃ¨te, France:Patudo (IEO):#1306919476702#0.35375517490495867:0x3275A80101000B00",EME_1-fr.ird.observe.entities.TailleThon#1306919476702#0.35375517490495867,present,,,IND,,,,,,,,,,,,,,,,,,,,
HumanObservation,False,MCM-LINE-1240706,Teleostei,293496,LINE,South Africa,730857600000.0,730857600000.0,730857600000.0,1993.0,28,-34.0527992249,18.3549995422,1993-02-28T12:00:00Z,Scombridae,125559,Thunnus,126065,Actinopterygii,10194,Gnathostomata,1828,MCM,Animalia,2,Hout Bay,True,2,Scombriformes,1517490,Osteichthyes,152352,Chordata,1821,Thunnus alalunga,urn:lsid:marinespecies.org:taxname:127026,Thunnus alalunga,127026,Scombrinae,267118,Vertebrata,146419,Actinopteri,843664,Atlantic,1993,000ef867-eb04-4aad-97b8-8e6edd4a42dc,fd13c964-0fb6-4ef4-ae89-e35fc88a9c77,['14fc439c-707d-41d6-a3d4-b9d2696205fe'],False,False,Thunnus alalunga,127026,['NO_DEPTH'],2.0,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HumanObservation,False,MCM-LINE-1849686,Teleostei,293496,LINE,South Africa,859766400000.0,859766400000.0,859766400000.0,1997.0,31,-33.4255981445,18.0886001587,1997-03-31T12:00:00Z,Scombridae,125559,Thunnus,126065,Actinopterygii,10194,Gnathostomata,1828,MCM,Animalia,2,Dassen Island,True,3,Scombriformes,1517490,Osteichthyes,152352,Chordata,1821,Thunnus alalunga,urn:lsid:marinespecies.org:taxname:127026,Thunnus alalunga,127026,Scombrinae,267118,Vertebrata,146419,Actinopteri,843664,Atlantic,1997,000f5708-6005-4908-9dac-d01fb580939b,fd13c964-0fb6-4ef4-ae89-e35fc88a9c77,['14fc439c-707d-41d6-a3d4-b9d2696205fe'],False,False,Thunnus alalunga,127026,"['NO_DEPTH', 'ON_LAND']",-5.0,-483,15.57,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
